code,name,lat,long,tambon,amphoe,province,provinceEng,basin,region,regionEng,station_type
CPY003,ปตร.มโนรมย์,15.3276944,100.1091264,วัดโคก,มโนรมย์,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
THA001,สะพานคง-ศุข ศรีสวัสดิ์,15.2250384,100.0782784,หาดท่าเสา,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY004,สะพานธรรมจักร(วัดธรรมามูล),15.2503264,100.0834752,ธรรมามูล,เมืองชัยนาท,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
BKK001,คลองลาดพร้าว ท้ายปตร.คลอง2,13.9224608,100.634368,สายไหม,สายไหม,กรุงเทพมหานคร,Bangkok,แม่น้ำเจ้าพระยา,กรุงเทพมหานคร,Central,W
PRC001,กบินทร์บุรี,13.9866304,101.7055296,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
SKE002,เมืองสระแก้ว,13.8096112,102.0543424,สระขวัญ,เมืองสระแก้ว,สระแก้ว,Sa Kaeo,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
PCH002,แก่งกระจาน,12.9222328,99.8175296,วังจันทร์,แก่งกระจาน,เพชรบุรี,Phetchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,W
RAJ001,โพธาราม,13.6330816,99.8164416,เจ็ดเสมียน,โพธาราม,ราชบุรี,Ratchaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
RAJ002,บ้านโป่ง,13.818656,99.8650304,เบิกไพร,บ้านโป่ง,ราชบุรี,Ratchaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
KRN002,ไทรโยค,14.1126304,99.1463616,ลุ่มสุ่ม,ไทรโยค,กาญจนบุรี,Kanchanaburi,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
GLF001,ป้อมพระจุลจอมเกล้า,13.57376,100.5739712,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,Samut Prakan,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
BKK007,คลองอ้อมนนท์ บางใหญ่ (ถนนบางกรวย-ไทรน้อย),13.8708928,100.4362816,บางม่วง,บางใหญ่,นนทบุรี,Nonthaburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY014,สะพานนวลฉวี,13.94752,100.53504,บ้านใหม่,ปากเกร็ด,นนทบุรี,Nonthaburi,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
BKK019,คลองนราภิรมย์ (บางเลน),13.8820688,100.2908864,นราภิรมย์,บางเลน,นครปฐม,Nakhon Pathom,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
TRD001,เมืองตราด,12.3252008,102.50048,ห้วยแร้ง,เมืองตราด,ตราด,Trat,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
THA006,บางตาเถร,14.1566112,100.1274304,บางตาเถร,สองพี่น้อง,สุพรรณบุรี,Suphan Buri,แม่น้ำท่าจีน,ภาคกลาง,Central,W
BKK006,คลองมหาชัย วัดพันท้ายนรสิงห์,13.581848,100.3658496,พันท้ายนรสิงห์,เมืองสมุทรสาคร,สมุทรสาคร,Samut Sakhon,แม่น้ำท่าจีน,ภาคกลาง,Central,W
MKG005,บ้านแพ้ว,13.5756208,100.07888,หนองบัว,บ้านแพ้ว,สมุทรสาคร,Samut Sakhon,แม่น้ำแม่กลอง,ภาคกลาง,Central,W
PCH001,เมืองเพชรบุรี,13.0855704,99.9439424,ต้นมะม่วง,เมืองเพชรบุรี,เพชรบุรี,Phetchaburi,แม่น้ำเพชรบุรี,ภาคกลาง,Central,W
CPY013,บางไทร,14.1182864,100.5353152,โพแตง,บางไทร,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY010,คลองบางบาล,14.4229984,100.4818432,ไทรน้อย,บางบาล,พระนครศรีอยุธยา,Phra Nakhon Si Ayutthaya,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY008,เมืองอ่างทอง,14.57652,100.4484672,บางแก้ว,เมืองอ่างทอง,อ่างทอง,Ang Thong,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY007,พรหมบุรี,14.7909008,100.4518272,พรหมบุรี,พรหมบุรี,สิงห์บุรี,Sing Buri,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
CPY006,อินทร์บุรี,15.0060096,100.3309312,อินทร์บุรี,อินทร์บุรี,สิงห์บุรี,Sing Buri,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
THA002,สรรคบุรี (แม่น้ำน้อย),15.0640832,100.16288,เที่ยงแท้,สรรคบุรี,ชัยนาท,Chainat,แม่น้ำเจ้าพระยา,ภาคกลาง,Central,W
PAS010,สะพานเตาปูน-ตาลเดี่ยว,14.5801648,100.9661824,ตาลเดี่ยว,แก่งคอย,สระบุรี,Saraburi,,ภาคกลาง,Central,W
RAY001,เมืองแกลง,12.8030008,101.6501824,บ้านนา,แกลง,ระยอง,Rayong,ชายฝั่งทะเลตะวันออก,ภาคกลาง,Central,W
BKK016,ปากคลองพระองค์เจ้าฯ (บางน้ำเปรี้ยว),13.838216,100.9666112,บางน้ำเปรี้ยว,บางน้ำเปรี้ยว,ฉะเชิงเทรา,Chachoengsao,แม่น้ำบางปะกง,ภาคกลาง,Central,W
BPK001,บางปะกง,13.5489984,101.0011584,ท่าสะอ้าน,บางปะกง,ฉะเชิงเทรา,Chachoengsao,แม่น้ำบางปะกง,ภาคกลาง,Central,W
BPK004,พนมสารคาม,13.7266496,101.35296,เกาะขนุน,พนมสารคาม,ฉะเชิงเทรา,Chachoengsao,แม่น้ำบางปะกง,ภาคกลาง,Central,W
NYK000,องครักษ์,14.1136736,101.0195264,องครักษ์,องครักษ์,นครนายก,Nakhon Nayok,แม่น้ำบางปะกง,ภาคกลาง,Central,W
PRC002,เมืองปราจีนบุรี,14.0535888,101.3868416,หน้าเมือง,เมืองปราจีนบุรี,ปราจีนบุรี,Prachinburi,แม่น้ำปราจีนบุรี,ภาคกลาง,Central,W
MUN017,เมืองอุบลราชธานี,15.3276544,104.6818752,หัวดอน,เขื่องใน,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
MUN012,ประโคนชัย,14.6330176,103.230464,ไพศาล,ประโคนชัย,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
KON005,บ้านดุง,17.6397584,103.0988096,นาคำ,บ้านดุง,อุดรธานี,Udon Thani,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
KON001,วังสะพุง,17.3123136,101.7725952,วังสะพุง,วังสะพุง,เลย,Loei,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
MUN014,สตึก,15.299904,103.2923456,นิคม,สตึก,บุรีรัมย์,Buriram,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
CHI015,สะพานฉลองขอนแก่น 200 ปี,16.5289904,102.9060096,หนองตูม,เมืองขอนแก่น,ขอนแก่น,Khon Kaen,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
KON004,เมืองอุดรธานี,17.4823616,102.7971136,หมูม่น,เมืองอุดรธานี,อุดรธานี,Udon Thani,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
SKM005,สว่างแดนดิน,17.5947696,103.3844864,โพนสูง,สว่างแดนดิน,สกลนคร,Sakon Nakhon,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
MUN015,ท่าตูม,15.3296784,103.6826112,ทุ่งกุลา,ท่าตูม,สุรินทร์,Surin,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
KON002,เมืองเลย,17.5093296,101.7366336,ชัยพฤกษ์,เมืองเลย,เลย,Loei,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
SKM004,ศรีสงคราม,17.6748688,104.2858112,ศรีสงคราม,ศรีสงคราม,นครพนม,Nakhon Phanom,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,Northeast,W
CHI013,ยางตลาด,16.4110864,103.4671424,ดอนสมบูรณ์,ยางตลาด,กาฬสินธุ์,Kalasin,แม่น้ำชี,ภาคตะวันออกเฉียงเหนือ,Northeast,W
MUN011,พิบูลมังสาหาร,15.2496848,105.239264,โพธิ์ศรี,พิบูลมังสาหาร,อุบลราชธานี,Ubon Ratchathani,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
MUN009,เมืองสุรินทร์,14.8755296,103.3787136,ตระแสง,เมืองสุรินทร์,สุรินทร์,Surin,แม่น้ำมูล,ภาคตะวันออกเฉียงเหนือ,Northeast,W
