code,name,lat,long,tambon,amphoe,province,basin,region,station_type
BYNU  ,ทต.ราไวย์,7.7707840,98.3187456,ราไวย์,เมืองภูเก็ต,ภูเก็ต,ภาคใต้ฝั่งตะวันตก,ภาคใต้,R
BKHL  ,ทต.บึงโขงหลง,17.9680000,104.0494656,บึงโขงหลง,บึงโขงหลง,บึงกาฬ,แม่น้ำโขง,ภาคตะวันออกเฉียงเหนือ,R
MMNY  ,อบต.นายายอาม,12.7708392,101.8529920,นายายอาม,นายายอาม,จันทบุรี,ชายฝั่งทะเลตะวันออก,ภาคกลาง,R
MEPK  ,อบต.แม่พริก,17.4552080,99.1186432,แม่พริก,แม่พริก,ลำปาง,แม่น้ำวัง,ภาคเหนือ,R
NBON  ,ทต.หนองบอน,12.6773240,102.4593472,หนองบอน,บ่อไร่,ตราด,ชายฝั่งทะเลตะวันออก,ภาคกลาง,R
NGNG  ,อบต.หนองแหน,13.6833440,101.3251136,หนองแหน,พนมสารคาม,ฉะเชิงเทรา,แม่น้ำบางปะกง,ภาคกลาง,R
LPLE  ,ทต.ศรีพนมมาศ,17.6545616,100.0358272,ศรีพนมมาศ,ลับแล,อุตรดิตถ์,แม่น้ำน่าน,ภาคเหนือ,R
NKOK  ,อบต.คลองตะเกรา,13.4199232,101.6410496,คลองตะเกรา,ท่าตะเกียบ,ฉะเชิงเทรา,แม่น้ำบางปะกง,ภาคกลาง,R
MKKB  ,รพสต.บ้านโคกอุดม,14.0694880,101.8099136,หนองกี่,กบินทร์บุรี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,R
WTCH  ,อบต.วังท่าช้าง,13.7594288,101.8869440,วังท่าช้าง,กบินทร์บุรี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,R
TLAN  ,อบต.บุพราหมณ์,14.2078768,101.9055936,บุพราหมณ์,นาดี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,R
RBPI  ,ทต.กรอกสมบูรณ์,13.7748944,101.6585024,กรอกสมบูรณ์,ศรีมหาโพธิ,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,R
BHUN  ,อบต.นาหินลาด,14.2072752,101.3506304,นาหินลาด,ปากพลี,นครนายก,แม่น้ำปราจีนบุรี,ภาคกลาง,R
NIKS  ,อบต.นิคมกระเสียว,14.8573616,99.5750784,นิคมกระเสียว,ด่านช้าง,สุพรรณบุรี,แม่น้ำท่าจีน,ภาคกลาง,R
KYKT  ,ทต.เจดีย์,14.3842688,99.9611200,เจดีย์,อู่ทอง,สุพรรณบุรี,แม่น้ำท่าจีน,ภาคกลาง,R
BCAP  ,อบต.หนองญ้าปล้อง,13.1699512,99.6877440,หนองหญ้าปล้อง,หนองหญ้าปล้อง,เพชรบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,R
PKTG  ,อบต.บ้านบึง,13.3363832,99.4502272,บ้านบึง,บ้านคา,ราชบุรี,แม่น้ำแม่กลอง,ภาคกลาง,R
KKCN  ,อบต.สองพี่น้อง,12.8723000,99.6835456,สองพี่น้อง,แก่งกระจาน,เพชรบุรี,แม่น้ำเพชรบุรี,ภาคกลาง,R
SNGT  ,อบต.บ้านกลาง,18.4820128,100.1775424,บ้านกลาง,สอง,แพร่,แม่น้ำยม,ภาคเหนือ,R
PAII  ,บ้านสันติชล,19.3700944,98.3930624,เวียงใต้,ปาย,แม่ฮ่องสอน,แม่น้ำสาละวิน,ภาคเหนือ,R
YKPC  ,อบต.เกาะหลัก,11.8029832,99.7545856,เกาะหลัก,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
YCUM  ,วัดยางชุม,12.0990232,99.7065152,หาดขาม,กุยบุรี,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
BSPN  ,ทต.บางสะพานน้อย,11.0761912,99.4452672,บางสะพาน,บางสะพานน้อย,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
PALU  ,อบต.ห้วยสัตว์ใหญ่,12.5294104,99.5437952,ห้วยสัตว์ใหญ่,หัวหิน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,ภาคกลาง,R
KOSR  ,อบต.เกาะสำโรง,13.9423456,99.4963136,เกาะสำโรง,เมืองกาญจนบุรี,กาญจนบุรี,แม่น้ำแม่กลอง,ภาคกลาง,R
SPMI  ,อบต.แม่สวด,17.9631456,97.9316352,แม่สวด,สบเมย,แม่ฮ่องสอน,แม่น้ำสาละวิน,ภาคเหนือ,R
WSTG  ,รร.บ้านไทรทอง,13.8233536,99.2846656,จรเข้เผือก,ด่านมะขามเตี้ย,กาญจนบุรี,แม่น้ำแม่กลอง,ภาคกลาง,R
BHMN  ,อบต.ห้วยมุ่น,17.8091584,100.9394624,ห้วยมุ่น,น้ำปาด,อุตรดิตถ์,แม่น้ำน่าน,ภาคเหนือ,R
BTWN  ,รร.วัดทายิการาม,8.0821288,100.1642432,การะเกด,เชียรใหญ่,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
KTLE  ,อบต.ขุนทะเล,8.3388344,99.8520896,ขุนทะเล,ลานสกา,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STWN  ,ทต.ทุ่งทราย,16.2950736,99.8089920,ทุ่งทราย,ทรายทองวัฒนา,กำแพงเพชร,แม่น้ำน่าน,ภาคเหนือ,R
PPCH  ,อบต.แหลมฟ้าผ่า,13.5469984,100.5376320,แหลมฟ้าผ่า,พระสมุทรเจดีย์,สมุทรปราการ,แม่น้ำเจ้าพระยา,ภาคกลาง,R
KPPT  ,อบจ.กำแพงเพชร,16.4109168,99.5219136,อ่างทอง,เมืองกำแพงเพชร,กำแพงเพชร,แม่น้ำปิง,ภาคเหนือ,R
KGKG  ,อบต.คลองขลุง,16.2087008,99.7089472,คลองขลุง,คลองขลุง,กำแพงเพชร,แม่น้ำปิง,ภาคเหนือ,R
KAOP  ,อบต.เขาพระ,7.0801592,100.1883264,เขาพระ,รัตภูมิ,สงขลา,ทะเลสาบสงขลา,ภาคใต้,R
HNKA  ,ทต.หันคา,14.9696480,100.0103936,หันคา,หันคา,ชัยนาท,แม่น้ำท่าจีน,ภาคกลาง,R
CMKK  ,ทม.ทับกวาง,14.6088224,101.0764736,ทับกวาง,แก่งคอย,สระบุรี,แม่น้ำป่าสัก,ภาคกลาง,R
PKTI  ,ทต.พรานกระต่าย,16.6537680,99.5757824,พรานกระต่าย,พรานกระต่าย,กำแพงเพชร,แม่น้ำยม,ภาคเหนือ,R
WGYG  ,อบต.วังม่วง,14.8486544,101.1455040,วังม่วง,วังม่วง,สระบุรี,แม่น้ำป่าสัก,ภาคกลาง,R
LKBU  ,อบต.ลานกระบือ,16.6180640,99.8800320,ลานกระบือ,ลานกระบือ,กำแพงเพชร,แม่น้ำยม,ภาคเหนือ,R
KRKM  ,อบต.บางปิด,12.2171888,102.3076800,บางปิด,แหลมงอบ,ตราด,ชายฝั่งทะเลตะวันออก,ภาคกลาง,R
BKWN  ,อบต.บางขวัญ,13.7498688,101.0774912,บางขวัญ,เมืองฉะเชิงเทรา,ฉะเชิงเทรา,แม่น้ำบางปะกง,ภาคกลาง,R
RFBK  ,ทต.ท่าข้าม,13.4785664,100.9939584,ท่าข้าม,บางปะกง,ฉะเชิงเทรา,แม่น้ำบางปะกง,ภาคกลาง,R
THNM  ,อบต.ดงพระรามณ์,14.0627056,101.4136640,ดงพระราม,เมืองปราจีนบุรี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,ภาคกลาง,R
NPSD  ,อบต.ท่าแยก,13.9077760,102.0939072,ท่าแยก,เมืองสระแก้ว,สระแก้ว,แม่น้ำปราจีนบุรี,ภาคกลาง,R
TUKW  ,อบต.ทุ่งคาวัด,9.7411160,99.0264896,ทุ่งคาวัด,ละแม,ชุมพร,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH013,รร.ตชด.บ้านไอร์บือแต,6.0487964,101.5697920,ช้างเผือก,จะแนะ,นราธิวาส,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH024,ปตร.พรุสนอ,6.8628664,101.3774912,ยามู,ยะหริ่ง,ปัตตานี,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH020,ปตร.ตุยง,6.8359824,101.1720640,ตุยง,หนองจิก,ปัตตานี,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH012,ศูนย์วิจัยข้าวปัตตานี,6.7541744,101.1333504,มะกรูด,โคกโพธิ์,ปัตตานี,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH010,ทต.สุไหงโก-ลก,6.0051076,101.9581312,สุไหงโก-ลก,สุไหงโกลก,นราธิวาส,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH022,สวนสาธารณะ ทต.รือเสาะ,6.3879552,101.5171584,รือเสาะ,รือเสาะ,นราธิวาส,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH016,สถานีพัฒนาที่ดินยะลา,6.1703572,101.1808256,ธารโต,ธารโต,ยะลา,แม่น้ำปัตตานี,ภาคใต้,R
STH027,ที่ว่าการอำเภอไม้แก่น,6.6104696,101.6675072,ไทรทอง,ไม้แก่น,ปัตตานี,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH005,ทต.ตันหยงมัส,6.2946100,101.7236864,ตันหยงมัส,ระแงะ,นราธิวาส,ภาคใต้ฝั่งตะวันออก,ภาคใต้,R
STH015,สถานีฟาร์มตัวอย่างฯ บ้านลุตง,6.6578276,101.2463040,ปากล่อ,โคกโพธิ์,ปัตตานี,แม่น้ำปัตตานี,ภาคใต้,R
